scenario,sample_name,target,feature_set,model,fold_start,fold_end,n_train,n_test,best_params,best_cv_roc_auc,fold_accuracy,fold_balanced_accuracy,fold_f1,fold_roc_auc
next_day_large_move_all_days,all_days,next_large_move_direction,controls_only,logreg,2022-01-01,2022-12-31,649,86,{'model__C': 0.1},0.5222875060797731,0.5,0.5,0.5168539325842697,0.5277173913043478
next_day_large_move_all_days,all_days,next_large_move_direction,controls_only,logreg,2023-01-01,2023-12-31,735,69,{'model__C': 0.1},0.5352330841283239,0.4927536231884058,0.4961206896551724,0.5205479452054794,0.4422413793103448
next_day_large_move_all_days,all_days,next_large_move_direction,controls_only,logreg,2024-01-01,2024-12-31,804,55,{'model__C': 0.1},0.5220133330628266,0.4909090909090909,0.5336134453781513,0.46153846153846156,0.5602240896358543
next_day_large_move_all_days,all_days,next_large_move_direction,controls_only,logreg,2025-01-01,2025-12-31,859,61,{'model__C': 0.5},0.5159897040508512,0.45901639344262296,0.46021505376344085,0.49230769230769234,0.5139784946236559
next_day_large_move_all_days,all_days,next_large_move_direction,controls_only,random_forest,2022-01-01,2022-12-31,649,86,"{'model__max_depth': 5, 'model__max_features': 0.5, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",0.5153056429407985,0.5348837209302325,0.5211956521739131,0.6226415094339622,0.5
next_day_large_move_all_days,all_days,next_large_move_direction,controls_only,random_forest,2023-01-01,2023-12-31,735,69,"{'model__max_depth': 5, 'model__max_features': 0.5, 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",0.5041648839491931,0.5942028985507246,0.540948275862069,0.7142857142857143,0.5275862068965518
next_day_large_move_all_days,all_days,next_large_move_direction,controls_only,random_forest,2024-01-01,2024-12-31,804,55,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__n_estimators': 200}",0.5141656540919577,0.6363636363636364,0.6512605042016807,0.6666666666666666,0.7114845938375349
next_day_large_move_all_days,all_days,next_large_move_direction,controls_only,random_forest,2025-01-01,2025-12-31,859,61,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",0.5121898983977932,0.5081967213114754,0.5112903225806451,0.5833333333333334,0.4451612903225806
next_day_large_move_all_days,all_days,next_large_move_direction,controls_only,gradient_boosting,2022-01-01,2022-12-31,649,86,"{'model__learning_rate': 0.03, 'model__max_depth': 1, 'model__n_estimators': 100}",0.5061580865266394,0.5232558139534884,0.5021739130434782,0.6434782608695652,0.5970108695652174
next_day_large_move_all_days,all_days,next_large_move_direction,controls_only,gradient_boosting,2023-01-01,2023-12-31,735,69,"{'model__learning_rate': 0.1, 'model__max_depth': 1, 'model__n_estimators': 100}",0.5171881453959707,0.5942028985507246,0.5314655172413794,0.7254901960784313,0.5663793103448276
next_day_large_move_all_days,all_days,next_large_move_direction,controls_only,gradient_boosting,2024-01-01,2024-12-31,804,55,"{'model__learning_rate': 0.03, 'model__max_depth': 1, 'model__n_estimators': 100}",0.5380465099775885,0.6909090909090909,0.6225490196078431,0.7848101265822784,0.6218487394957983
next_day_large_move_all_days,all_days,next_large_move_direction,controls_only,gradient_boosting,2025-01-01,2025-12-31,859,61,"{'model__learning_rate': 0.03, 'model__max_depth': 1, 'model__n_estimators': 200}",0.533613664093466,0.5409836065573771,0.5467741935483871,0.6585365853658537,0.5370967741935484
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_simple_nlp,logreg,2022-01-01,2022-12-31,649,86,{'model__C': 0.05},0.524430766617024,0.4883720930232558,0.47608695652173916,0.5769230769230769,0.5005434782608695
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_simple_nlp,logreg,2023-01-01,2023-12-31,735,69,{'model__C': 5.0},0.5257021507209043,0.5217391304347826,0.5163793103448276,0.5714285714285714,0.4862068965517241
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_simple_nlp,logreg,2024-01-01,2024-12-31,804,55,{'model__C': 5.0},0.5209430655326434,0.4909090909090909,0.5063025210084033,0.5172413793103449,0.5210084033613445
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_simple_nlp,logreg,2025-01-01,2025-12-31,859,61,{'model__C': 1.0},0.520416601126377,0.5573770491803278,0.5580645161290323,0.5714285714285714,0.5795698924731182
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_simple_nlp,random_forest,2022-01-01,2022-12-31,649,86,"{'model__max_depth': 5, 'model__max_features': 0.5, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",0.5015556655709811,0.5813953488372093,0.5646739130434782,0.6727272727272727,0.5103260869565217
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_simple_nlp,random_forest,2023-01-01,2023-12-31,735,69,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",0.515693237012036,0.5942028985507246,0.5551724137931034,0.6956521739130435,0.5857758620689655
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_simple_nlp,random_forest,2024-01-01,2024-12-31,804,55,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 5, 'model__n_estimators': 200}",0.5209322232335817,0.6363636363636364,0.6239495798319328,0.696969696969697,0.700280112044818
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_simple_nlp,random_forest,2025-01-01,2025-12-31,859,61,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",0.5360315702542621,0.5409836065573771,0.5456989247311828,0.6410256410256411,0.49193548387096775
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_simple_nlp,gradient_boosting,2022-01-01,2022-12-31,649,86,"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 200}",0.5333628806563762,0.4883720930232558,0.48097826086956524,0.5510204081632653,0.4869565217391304
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_simple_nlp,gradient_boosting,2023-01-01,2023-12-31,735,69,"{'model__learning_rate': 0.1, 'model__max_depth': 1, 'model__n_estimators': 200}",0.5194909628708277,0.5797101449275363,0.5474137931034483,0.6741573033707865,0.5344827586206896
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_simple_nlp,gradient_boosting,2024-01-01,2024-12-31,804,55,"{'model__learning_rate': 0.03, 'model__max_depth': 2, 'model__n_estimators': 100}",0.5390776597080422,0.509090909090909,0.43907563025210083,0.6493506493506493,0.5630252100840336
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_simple_nlp,gradient_boosting,2025-01-01,2025-12-31,859,61,"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 200}",0.5426904102852018,0.4918032786885246,0.49408602150537634,0.5507246376811594,0.5182795698924731
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_event_proxies,logreg,2022-01-01,2022-12-31,649,86,{'model__C': 0.5},0.5292273401097112,0.5232558139534884,0.5070652173913044,0.6238532110091743,0.5385869565217392
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_event_proxies,logreg,2023-01-01,2023-12-31,735,69,{'model__C': 0.5},0.5321734060373451,0.5507246376811594,0.531896551724138,0.6265060240963856,0.4482758620689655
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_event_proxies,logreg,2024-01-01,2024-12-31,804,55,{'model__C': 1.0},0.519887958533018,0.4909090909090909,0.5245098039215685,0.48148148148148145,0.5938375350140056
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_event_proxies,logreg,2025-01-01,2025-12-31,859,61,{'model__C': 0.5},0.5234891292661211,0.5409836065573771,0.5435483870967741,0.6,0.6010752688172043
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_event_proxies,random_forest,2022-01-01,2022-12-31,649,86,"{'model__max_depth': 5, 'model__max_features': 0.5, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",0.5071045027805661,0.5581395348837209,0.5413043478260869,0.6545454545454545,0.5429347826086957
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_event_proxies,random_forest,2023-01-01,2023-12-31,735,69,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",0.5051307977289206,0.5797101449275363,0.5379310344827586,0.6881720430107527,0.5698275862068966
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_event_proxies,random_forest,2024-01-01,2024-12-31,804,55,"{'model__max_depth': 5, 'model__max_features': 0.5, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",0.5076222715942024,0.509090909090909,0.5301120448179272,0.5263157894736842,0.5868347338935574
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_event_proxies,random_forest,2025-01-01,2025-12-31,859,61,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",0.5381523244345874,0.5573770491803278,0.5634408602150538,0.6746987951807228,0.5349462365591398
